Ticker,Category,SP-Rank,Morningstar,MS-Risk,NetAssets,YTD-return,Return-5Y-Avg,YearsUP,YearsDOWN,Best-1Y-Return,Worst-1Y-Return,Best-3Y-Return,Worst-3Y-Return,LAR-1Y,LAR-3Y,LAR-5Y,LAR-10Y,PropCash,PropStocks,PropBonds,PropOther,PropTop10Hold,EqHldPE,EqHldPB,EqHldPS,EqHldPCF,EqHldMedMktCap,EqHld3Y-EarnGr,PropBM,PropCC,PropFS,PropRE,PropCD,PropHC,PropU,PropCS,PropE,PropI,PropT,Best1Y-Return,Worst1Y-Return,Alpha1Y,Beta1Y,MeanRet1Y,R-square1Y,StdDev1Y,Sharpe1Y,Treynor1Y,Alpha3Y,Beta3Y,MeanRet3Y,R-square3Y,StdDev3Y,Sharpe3Y,Treynor3Y
BERWX,Small Blend,4,4,4,454160000,0.2445,0.1297,22,6,0.5001,-0.2709,0.2738,-0.0917,0.2958,0.2048,0.1297,0.1192,4.08,95.92,0,0,29.81,17.39,1.64,0.82,7.92,589.88,0.1312,8.36,17.12,9.21,0,2.27,0.18,0,2.02,5.71,28.57,26.56,0.5001,-0.2709,-2.05,1.42,1.71,84.57,19.18,1.07,14.36,0.78,1.31,1.29,87.68,25.27,0.61,9.82
BGRWX,Large Growth,3,1,1,14970000,0.2002,0.0478,9,5,0.3353,-0.374,0.1245,-0.1734,0.1793,0.1128,0.0478,0.0422,3.34,96.66,0,0,36.8,18.22,2.68,1.44,12.78," 50,070.00 ",0.1647,6.41,13.44,13.18,0,7.84,10.34,0,1.24,6.73,23.81,17.02,0.3353,-0.374,-5.29,1.06,0.97,94.02,13.6,0.85,10.53,-4.26,0.93,0.52,94.47,17.3,0.35,5.02
BIAGX,Large Growth,3,2,4,2460000000,0.1901,0.1406,8,5,0.5147,-0.3756,0.234,-0.1613,0.1793,0.1519,0.1406,0.0898,3.33,96.67,0,0,37.98,21.08,3.14,1.58,13.82," 25,140.00 ",0.2356,2.88,6.69,7.38,0,11.75,15.55,0,0,10.05,15.67,30.04,0.5147,-0.3756,-3.43,1.19,1.29,87.39,15.74,0.98,12.75,3.8,1.01,1.26,86.57,19.65,0.76,13.79
BIAVX,Large Blend,3,1,4,197860000,0.2543,0.0914,6,3,0.2951,-0.3769,0.1328,-0.0988,0.2554,0.1517,0.0914,0.0723,5.9,94.1,0,0,34.46,14.28,1.59,1.12,6.67," 24,040.00 ",0.1366,4.94,10.01,28.9,0,0,6.5,0,0,14.19,10.44,25.02,0.2951,-0.3769,-2.82,1.14,1.27,93.54,14.56,1.04,13.3,-1.66,1.12,0.91,96.57,20.68,0.52,8.03
BIPIX,Trading-Leveraged Equity,5,3,5,339780000,0.8754,0.2613,7,5,0.6582,-0.5368,0.3378,-0.2182,0.866,0.5237,0.2613,0.1728,43.62,56.38,0,0,47.78,24.33,6.3,6.86,21.15," 42,210.00 ",0.1352,0,0,0,0,0,100,0,0,0,0,0,0.6582,-0.5368,24.09,1.38,3.84,42.86,26.19,1.76,37.83,15.74,1.05,2.29,43.01,28.9,0.95,24.82
BKPIX,Trading-Leveraged Equity,3,2,5,23950000,0.3169,-0.15,5,6,0.5213,-0.6905,0.1898,-0.4796,0.4351,0.1266,-0.15,-0.1105,37.89,62.11,0,0,52.64,12.22,1.05,1.94,4.3," 80,840.00 ",0.0799,0,0,100,0,0,0,0,0,0,0,0,0.5213,-0.6905,-20.56,2.42,1.49,74.13,34.94,0.51,5.19,-28.79,2.43,-0.14,73.93,51.08,-0.04,-6.23
BMCAX,Large Blend,1,6,5,695000000,0.1505,0.0782,19,7,0.3457,-0.3871,0.2224,-0.0855,0.0699,0.0881,0.0667,0.0831,9.51,83.03,0,7.46,55.13,12.17,1.26,0.73,2.71," 41,620.00 ",0.0246,4.1,11.67,23.83,1.72,3.16,8.1,0,11.69,9.1,11.54,15.09,0.3457,-0.3871,-7.56,1.2,0.95,91.68,15.48,0.73,8.96,-2.83,1.13,0.82,92.47,21.28,0.46,6.81
BMGTX,Conservative Allocation,4,1,3,18710000,0.0437,0.069,12,3,0.1792,-0.1653,0.0974,-0.0213,0.0546,0.0602,0.069,0.0527,6.89,34.92,56.32,0,98.06,15.37,2.06,1.46,7.61," 36,330.00 ",0.2092,3.23,7.85,6.08,1.43,8.96,18.6,0,6.76,17.78,8.05,21.26,0.1792,-0.1653,-0.7,0.72,0.5,96.73,6.2,0.96,8.24,0.63,0.74,0.59,97.84,8.92,0.78,9.2
BNQCX,Large Blend,3,1,4,166390000,0.2329,0.0746,7,4,0.3067,-0.4084,0.1607,-0.1254,0.2229,0.1362,0.0746,0.0596,0,97.84,0,2.16,27.41,14.96,1.7,1.2,6.25," 24,920.00 ",0.2374,3.38,10.29,16.96,2.63,4.67,13.88,3.04,3.83,8.08,12.88,20.35,0.3067,-0.4084,-4.3,1.14,1.16,95.75,14.48,0.95,11.86,-3.25,1.12,0.78,97.2,20.63,0.45,6.53
BRAGX,Mid-Cap Blend,3,2,5,228870000,0.2733,0.0639,14,4,1.2062,-0.5616,0.4405,-0.1609,0.3064,0.1681,0.0639,0.0558,0,100,0,0,15.71,12.85,1.77,0.58,3.34," 8,030.00 ",0.1729,6.81,15.28,13.82,1.87,8.48,7.33,1.09,4,8.02,16.88,16.41,1.2062,-0.5616,-6.11,1.49,1.47,86.46,19.9,0.88,11.22,-4.72,1.25,0.78,85.32,24.55,0.38,5
BRUFX,Conservative Allocation,5,4,5,408720000,0.1154,0.1321,21,8,0.6682,-0.2727,0.4202,-0.067,0.133,0.115,0.1321,0.1314,13.3,47.98,25.05,0,29.03,13.37,1.71,0.91,4.42," 4,890.00 ",0.25,8.68,9.57,10.03,0,8.87,19.43,12.25,2.49,4.45,19.58,4.64,0.6682,-0.2727,3.22,0.86,0.94,75.43,8.4,1.33,13.22,5.05,0.95,1.11,73.66,13.28,1,13.75
BTIEX,Large Blend,4,1,3,1030000000,0.1949,0.0979,16,4,0.2858,-0.3712,0.1409,-0.1477,0.1893,0.1594,0.0979,0.0734,1.84,97.51,0,0.65,17.97,14.85,2.18,1.44,7.98," 60,360.00 ",0.1614,3.35,11.07,14.94,1.93,10.63,12.98,3.23,3.84,10.89,10.1,17.03,0.2858,-0.3712,-0.28,1,1.3,100,12.4,1.25,15.87,-0.2,1,0.92,100,18.08,0.6,9.68
BUFHX,High Yield Bond,4,2,1,275150000,0.0706,0.1084,14,3,0.4401,-0.213,0.188,-0.0392,0.0867,0.0814,0.1084,0.0701,21.66,4.24,54.88,0,19.27,16.8,1.96,0.95,10.8," 38,180.00 ",0.076,0,0,16.86,19.83,15.06,48.26,0,0,0,0,0,0.4401,-0.213,8.2,-0.12,0.66,0.6,4.41,1.78,-66.77,8.07,0.5,0.9,3.59,9.7,1.1,21.34
BULLX,Mid-Cap Growth,3,1,1,177780000,0.1868,0.0609,8,3,0.4127,-0.2786,0.2143,-0.0145,0.2097,0.1163,0.0609,0.089,9.62,85.16,0.47,4.76,35.15,15.57,1.85,1.46,3.6," 24,830.00 ",0.207,2.98,9.64,23.05,1.05,7.64,16.63,1.37,0,8.42,12.32,16.89,0.4127,-0.2786,-2.66,0.91,0.98,82.36,12.43,0.94,12.71,-2.2,0.84,0.6,87.61,16.21,0.44,7.11
CAAPX,Mid-Cap Blend,4,1,5,1870000000,0.3123,0.1468,16,7,0.6296,-0.4074,0.2178,-0.1345,0.3431,0.1765,0.1468,0.0901,4.73,95.27,0,0,35.54,17.06,2.23,1.61,5.26," 8,620.00 ",0.2913,0,28.56,32.52,4.3,5.11,12.89,0,0,1.21,13.57,1.84,0.6296,-0.4074,-4.82,1.44,1.51,90.92,18.74,0.96,12.19,1.58,1.42,1.46,89.16,27.24,0.64,10.24
CAFAX,Large Growth,5,3,2,32130000000,0.2454,0.1214,9,1,0.3906,-0.3767,0.1669,-0.1008,0.1921,0.148,0.1082,0.073,8.83,87.8,0.1,3.27,21.61,17.61,2.53,1.63,9.57," 27,080.00 ",0.186,3.12,11.5,5.21,0,6.15,25.47,0,4.99,12.24,11.85,19.46,0.3906,-0.3767,1.02,0.98,1.39,95.65,12.44,1.33,17.34,1.93,1.01,1.1,96.59,18.53,0.71,11.94
CBALX,Moderate Allocation,4,1,3,1630000000,0.137,0.1034,18,3,0.2838,-0.2327,0.137,-0.0668,0.1423,0.1243,0.1034,0.0798,10.05,58.85,30.97,0.09,15.76,15.41,2.05,1.34,8.34," 64,000.00 ",0.1433,1.66,12.3,18.66,0,10.78,13.84,0,5.73,10.01,8.48,18.52,0.2838,-0.2327,2.89,0.99,1.01,93.52,8.66,1.39,12.45,1.89,1,0.89,95.69,12.28,0.86,10.19
CBLSX,Large Blend,5,2,3,283260000,0.2543,0.0914,5,3,0.2803,-0.3563,0.1335,-0.0822,0.25,0.1513,0.0914,0.0738,4.29,95.71,0,0,27.8,14.65,2.11,1.15,4.27," 30,780.00 ",0.0789,0,19.83,27.06,0,10.69,12.98,1.69,0,6.06,15.16,6.54,0.2803,-0.3563,-0.35,0.96,1.24,95.28,12.17,1.22,15.72,-1.1,1.05,0.89,96.59,19.3,0.55,8.6
CEQIX,Large Value,3,1,4,1210000000,0.206,0.0822,6,2,0.2885,-0.3916,0.1326,-0.0762,0.223,0.1386,0.0822,0.0856,2.6,96.89,0,0.51,25.59,13.2,1.6,1.28,5.87," 56,860.00 ",0.1428,3.36,7.05,26.95,0,6.67,15.22,2.23,2.3,10.49,12.39,13.34,0.2885,-0.3916,-4.69,1.18,1.18,97.12,14.9,0.94,11.65,-2.39,1.1,0.83,98.06,20.09,0.49,7.36
CFVLX,Large Value,5,1,2,150640000,0.2124,0.1022,9,6,0.2264,-0.3528,0.1395,-0.0911,0.1976,0.1866,0.1022,0.0767,1.76,98.24,0,0,33.73,13.97,2.24,1.52,7.03," 48,610.00 ",0.1086,4.03,9.28,16.57,3.75,11.58,10.59,8.01,5.64,13.75,10.32,6.5,0.2264,-0.3528,4.54,0.83,1.49,86.55,11.13,1.6,22.27,0.6,0.96,0.95,94.24,17.91,0.63,10.51
CHAMX,Mid-Cap Growth,4,3,1,33220000,0.2469,0.1241,9,1,0.2683,-0.3965,0.2005,-0.0977,0.2615,0.2005,0.1241,0.1032,2.47,97.53,0,0,23.94,19.4,2.93,1.62,8.36," 4,370.00 ",0.2079,3.4,19.99,7.49,0,10.08,13.79,1.8,2.12,4.36,26.77,10.2,0.2683,-0.3965,4.14,0.95,1.61,74.68,13.68,1.41,20.95,3.42,0.88,1.11,82.68,17.44,0.75,14.02
CHCYX,Mid-Cap Growth,5,1,5,1540000000,0.3061,0.1735,11,5,0.6607,-0.4831,0.2861,-0.2241,0.3149,0.2223,0.1735,0.1086,1.79,98.21,0,0,17.14,25.77,2.33,2.06,11.34," 3,980.00 ",0.2398,1.52,20.61,8.53,1.79,4.92,16.11,0,0,5.85,22.78,17.89,0.6607,-0.4831,2.03,1.23,1.8,80.24,17.09,1.26,17.96,5.42,1.21,1.58,84.97,23.66,0.8,14.29
CHTRX,Large Blend,3,5,1,5880000000,0.1965,0.0889,33,11,0.3387,-0.2846,0.1315,-0.1806,0.1451,0.1152,0.0766,0.0742,16.87,83.13,0,0,20.64,16.22,2.36,1.25,9.76," 45,730.00 ",0.1806,4.22,8.2,14.82,0,9.92,19.44,1.19,1.16,10.89,10.24,19.91,0.3387,-0.2846,-0.78,0.9,1.12,95.41,11.38,1.18,15.14,-0.06,0.88,0.82,96.53,16.23,0.6,9.94
CIERX,Foreign Large Blend,2,9,4,900800000,0.0793,0.0328,4,2,0.3083,-0.4721,0.0702,-0.0918,0.1434,0.0511,0.0328,0.061,1.63,96.87,0,1.5,17,13.72,1.73,1.02,4.51," 24,430.00 ",0.1904,4.64,17.17,20.41,2.02,10.45,10.11,1.47,6.79,3.65,12.17,11.13,0.3083,-0.4721,-3.02,0.99,0.55,94.46,17.74,0.36,5.07,-2.98,1.06,0.52,95.92,23.96,0.25,2.99
CLBAX,Moderate Allocation,5,6,3,63260000000,0.1325,0.0941,9,1,0.2287,-0.2576,0.1234,-0.0405,0.0811,0.1043,0.0812,0.0644,5.9,71.3,21.46,1.33,22.8,15.38,2.29,1.48,8.23," 76,000.00 ",0.1488,5.02,13.27,18.34,0.93,9.91,11.03,1.8,3.25,10.11,15.73,10.61,0.2287,-0.2576,2.93,1.01,1.03,95.72,8.7,1.41,12.45,0.86,1.03,0.82,96.59,12.5,0.77,9.06
CLSPX,Mid-Cap Growth,3,2,4,2760000000,0.2263,0.1208,22,5,0.439,-0.4398,0.2187,-0.1212,0.2134,0.1419,0.1208,0.0987,1.73,98.27,0,0,14.78,21.09,3.33,1.73,11.69," 10,250.00 ",0.2765,5.42,21.86,4.65,4.68,7.7,11.94,0.95,3.83,6.54,16.41,16.02,0.439,-0.4398,-5.08,1.24,1.22,87.85,16.43,0.89,11.36,1.35,1.1,1.14,89.44,21.06,0.64,10.86
CLVBX,Moderate Allocation,4,1,1,162290000,0.0814,0.0795,12,3,0.2069,-0.1881,0.1088,-0.0147,0.0916,0.0828,0.0795,0.0659,5.29,51.37,41.8,0.66,88.35,16.17,2.15,1.38,7.84," 28,690.00 ",0.1926,4.44,14.94,15.6,3.45,6.47,11.91,0.92,2.13,9.14,16.33,14.66,0.2069,-0.1881,-0.09,0.9,0.69,96.22,7.73,1.06,9.14,0.81,0.84,0.68,97.65,10.24,0.79,9.26
CMICX,Large Blend,3,1,3,128330000,0.1939,0.0841,9,5,0.2839,-0.3908,0.1335,-0.1278,0.1984,0.1396,0.0841,0.0499,10.79,89.21,0,0,37.8,13.46,1.97,1.47,6.68," 49,540.00 ",0.1454,0,12.6,21.6,0,15.96,13.61,0,9.11,5.38,7.91,13.83,0.2839,-0.3908,-0.37,0.89,1.15,95.4,11.28,1.21,15.64,-1.43,1,0.82,97.7,18.3,0.53,8.29
CMUCX,Mid-Cap Value,3,3,3,3880000000,0.2142,0.0896,8,3,0.3547,-0.4217,0.2278,-0.1061,0.2507,0.1509,0.0896,0.0917,2,98,0,0,17.68,17.1,1.71,1.32,7.92," 8,420.00 ",0.2045,5.88,10.92,21.05,7.35,2.46,8.38,6.99,2.98,10.57,11.5,11.9,0.3547,-0.4217,-3.3,1.16,1.27,92.82,15.01,1.01,12.88,-2.09,1.17,0.92,94.79,21.67,0.5,7.58
CNPCX,World Stock,3,4,2,48760000000,0.1609,0.0919,8,2,0.3628,-0.3838,0.1913,-0.0556,0.1961,0.1142,0.0919,0.0893,3.73,94.3,0.24,1.72,18.51,16.18,2.41,1.49,10.45," 46,830.00 ",0.1851,5.54,18.42,14.74,0.16,11.79,15.52,0.33,3.59,5.7,11.65,12.57,0.3628,-0.3838,4.37,0.77,0.99,90.94,14.05,0.84,14.7,3.43,0.83,0.89,93.64,19.04,0.55,10.91
CNWCX,Diversified Emerging Mkts,5,2,1,20270000000,0.0507,0.0643,8,2,0.5098,-0.4678,0.2824,-0.0251,0.0968,0.036,0.0643,0.112,5.34,78.96,11.95,3.37,12.02,14.54,1.99,1.33,7.92," 16,770.00 ",0.2271,6.14,14.31,12.78,1.75,11.66,9.08,4.14,8.15,9.62,10.4,11.97,0.5098,-0.4678,-3.28,0.84,0.4,83.28,15.89,0.3,4.21,0.72,0.92,0.72,88.08,21.72,0.39,6.86
CPOAX,Large Growth,3,3,5,326230000,0.3149,0.1498,10,5,1.2563,-0.4866,0.3364,-0.403,0.2423,0.136,0.1375,0.1173,0.25,99.75,0,0,48.43,29.65,4.19,3.37,16.26," 23,090.00 ",0.2341,2.84,21.31,10.04,0,0,10.69,0,0,1.41,13.22,40.49,1.2563,-0.4866,-1.32,1.08,1.33,68.86,16.2,0.98,14.37,4.47,1.07,1.37,77.06,22.05,0.74,13.89
CSPEX,World Stock,3,2,4,22820000000,0.223,0.1192,8,2,0.5309,-0.4957,0.2686,-0.1032,0.259,0.1172,0.1192,0.1061,4.19,91.13,0.29,4.23,10.47,17.04,2.34,1.26,7.58," 2,410.00 ",0.1805,6.47,25.79,8.76,2.67,6.73,14.66,2.52,1.85,6.01,11.86,12.66,0.5309,-0.4957,4.52,0.81,1.03,78.71,15.92,0.77,14.31,5.76,0.94,1.16,86.58,22.3,0.62,12.6
CTCAX,Technology,3,1,4,166580000,0.33,0.1259,8,2,0.8417,-0.5114,0.3753,-0.132,0.2456,0.1152,0.1126,0.0992,1.39,98.61,0,0,19.84,21.7,3.34,2.79,11.12," 15,000.00 ",0.2308,0,7.28,4.58,0,0,0,0,4.55,0,8.35,75.24,0.8417,-0.5114,1.39,1.07,1.21,75.03,17.68,0.81,12.76,5.04,0.97,1.19,77.29,21.81,0.65,12.82
CTFAX,Moderate Allocation,4,1,4,1330000000,0.0706,0.0967,8,1,0.3198,-0.3067,0.1743,-0.0605,0.0239,0.0872,0.0838,0.0656,5.36,14.4,78.23,0.81,100.01,16.16,2.38,1.5,8.68," 15,310.00 ",0.1911,4.2,13.98,13.67,2.86,6.62,12.68,1.53,4.59,7.48,14.35,18.05,0.3198,-0.3067,2.5,0.88,0.89,90.33,7.79,1.36,12.32,-0.39,1.25,0.87,92.9,15.52,0.67,7.65
CVALX,Large Blend,4,2,3,220980000,0.1996,0.0972,5,1,0.3048,-0.4192,0.1454,-0.0661,0.2216,0.1544,0.0972,0.0738,3.08,96.65,0,0.27,20.77,15.61,2.24,1.72,7.8," 45,210.00 ",0.1195,0,11.65,17.38,0,9.57,14.94,2.56,3.83,10.17,11.62,18.26,0.3048,-0.4192,-0.99,1.02,1.27,97.9,12.79,1.18,15.06,-0.17,0.99,0.91,97.84,18.13,0.6,9.68
CVLCX,World Allocation,3,6,3,645000000,0.0704,0.069,11,5,0.4623,-0.3501,0.1649,-0.0621,0.0597,0.056,0.069,0.0668,0.47,50.34,11.52,3.77,24.8,15.01,2.28,2.04,8.53," 71,800.00 ",0.2271,0,13.35,19.65,0,9.63,15.14,0,0,10.69,1.08,30.44,0.4623,-0.3501,-4.07,1.07,0.49,86.97,9.72,0.6,5.15,-1.78,1.08,0.64,90,13.64,0.55,6.28
DABAX,World Stock,3,2,4,25510000,0.1769,0.0822,10,5,0.4672,-0.4266,0.2796,-0.0935,0.1529,0.0805,0.0694,0.0759,0,99.98,0,0.02,28.23,12.42,1.56,1.07,7.24," 29,750.00 ",0.1247,5.77,21.23,20.37,0,6.84,9.98,0.7,4.06,10.77,12.61,7.65,0.4672,-0.4266,2.97,0.82,0.91,88.17,15.16,0.71,12.35,2.18,0.94,0.86,92.24,21.66,0.47,8.63
DAVPX,Large Growth,5,2,1,241650000,0.2012,0.1015,10,4,0.2521,-0.3565,0.1343,-0.0972,0.2189,0.1625,0.1015,0.0794,1.92,98.08,0,0,27.26,16.04,2.1,1.04,8.32," 57,510.00 ",0.1773,5.14,16.89,18.37,4.78,11.48,13.28,0,0,10.06,10.86,9.14,0.2521,-0.3565,0.28,0.98,1.32,98.14,12.28,1.29,16.5,0.81,0.92,0.93,98.45,16.7,0.66,10.95
DBOAX,Moderate Allocation,3,2,4,264580000,0.1299,0.0795,5,3,0.2217,-0.2794,0.1076,-0.0616,0.0782,0.0846,0.0668,0.0452,2.47,64.37,33.16,0,23.96,14.07,1.65,1.21,5.76," 52,110.00 ",0.1687,2.91,12.37,23.29,0.38,8.1,13.18,1.49,0.22,11.61,8.78,17.67,0.2217,-0.2794,0.22,1.12,0.88,92.44,9.8,1.08,9.45,-1.24,1.14,0.72,96.38,13.84,0.62,6.91
DCCAX,Small Blend,4,1,3,155890000,0.3092,0.1278,11,3,0.427,-0.3524,0.2217,-0.1034,0.2447,0.1874,0.1145,0.0949,0,94.74,0,5.26,10.57,18.39,1.89,1.05,7.28," 1,260.00 ",0.181,8.22,14.26,14.98,5.84,3.68,12.66,1.9,0.47,4.94,14.74,18.32,0.427,-0.3524,0.35,1.28,1.73,86.64,17.08,1.21,16.41,1.23,1.21,1.24,88.78,23.28,0.63,10.44
DCPEX,Diversified Emerging Mkts,2,7,3,769350000,-0.0825,0.0336,8,2,0.7406,-0.4749,0.335,-0.0576,-0.0425,-0.0539,0.0336,0.0929,3.15,94.11,0,2.58,25.64,9.34,0.84,0.55,3.36," 12,790.00 ",0.0835,10.29,7.85,28.99,0.71,2.35,0.89,5.82,6.8,12.95,8.84,14.52,0.7406,-0.4749,-13.11,1.02,-0.28,68.44,21.3,-0.16,-5.38,-2.48,1.11,0.59,80.42,27.34,0.26,2.93
DCSCX,Aggressive Allocation,3,3,5,354570000,0.1662,0.0773,9,6,0.4836,-0.4185,0.176,-0.1261,0.1767,0.0861,0.0773,0.0575,0.65,70.37,3.99,0,39.04,16.86,1.48,1.1,6.17," 15,900.00 ",0.1383,8.2,13.32,15.05,3.82,3.82,10.25,2.7,0,15.34,20.05,7.46,0.4836,-0.4185,-5.26,1.57,0.78,82.83,14.56,0.64,5.44,-4.7,1.68,0.82,87.24,21.53,0.45,4.53
DFALX,Foreign Large Blend,4,2,3,2650000000,0.1416,0.0596,15,6,0.367,-0.4144,0.2261,-0.1653,0.2197,0.0808,0.0596,0.0805,0.38,95.9,0,3.72,9.78,14.14,1.5,0.88,4.51," 31,920.00 ",0.1185,9.48,11.16,23.87,1.87,10.89,9.55,3.14,5.08,8.9,11.06,5,0.367,-0.4144,-0.17,0.98,0.77,98,17.09,0.54,8.21,-0.38,1.02,0.7,98.36,22.74,0.36,5.74
DFBAX,Moderate Allocation,3,3,2,334690000,0.0884,0.0951,11,4,0.2752,-0.2217,0.1264,-0.0584,0.043,0.062,0.0822,0.0615,0.08,57.55,36.93,2.51,11.77,15.52,1.83,1.15,6.66," 25,570.00 ",0.1521,5.78,12.1,13.74,4.14,10.77,12.27,1.31,5.46,9.72,8.58,16.12,0.2752,-0.2217,-1.22,1.03,0.7,97.94,8.81,0.94,7.98,1.19,0.99,0.82,97.4,12.03,0.81,9.47
DFLVX,Large Value,5,1,5,11230000000,0.2492,0.1076,14,5,0.3442,-0.408,0.2056,-0.1156,0.2934,0.1858,0.1076,0.0927,0.28,99.72,0,0,32.07,13.47,1.24,0.93,4.56," 41,640.00 ",0.0929,2.73,6.64,25.75,0,7.6,8.25,0.32,10.74,19.39,11.34,7.25,0.3442,-0.408,-2.08,1.29,1.54,94.92,16.47,1.12,14.31,-1.39,1.3,1.1,96.69,23.89,0.55,8.19
DFSCX,Small Blend,5,4,4,4550000000,0.3036,0.1286,22,9,0.6072,-0.3672,0.2622,-0.1135,0.3379,0.2062,0.1286,0.0982,0.28,99.72,0,0,3.54,17.84,1.79,0.83,5.75,689.52,0.1698,7.03,19.87,16.63,0.77,5.84,7.92,1.71,1.2,4,17.35,17.67,0.6072,-0.3672,-0.3,1.3,1.7,85.87,17.4,1.17,15.81,0.82,1.29,1.27,88.22,24.81,0.61,9.89
DFUKX,Miscellaneous Region,5,3,3,36260000,0.2451,0.162,16,10,0.6008,-0.5302,0.2976,-0.1444,0.3498,0.194,0.162,0.1238,0.23,98.65,0,1.12,13.67,12.74,2.02,0.85,8.14," 2,380.00 ",0.1658,5.76,29.08,12.68,2.34,3.88,2.49,2.33,2.96,3.78,28.72,5.98,0.6008,-0.5302,9.83,1.01,1.63,87.32,18.82,1.04,19.07,9.38,1.03,1.52,83.86,24.85,0.73,15.67
DGOCX,Large Growth,4,4,3,471380000,0.2626,0.1048,10,5,0.4365,-0.4515,0.1912,-0.1443,0.292,0.1514,0.1048,0.0635,6.62,93.38,0,0,38.29,16.11,2.46,1.55,9.28," 44,610.00 ",0.1614,2.96,9.04,20.12,0,10.24,13.64,0,2.45,4.03,12.81,24.7,0.4365,-0.4515,-1,1.01,1.25,87.85,13.35,1.12,14.94,0.7,0.99,0.98,91.53,18.65,0.62,10.5
DHFSX,Ficial,5,2,3,29140000,0.2838,0.1039,3,3,0.2694,-0.4479,0.0892,-0.1675,0.3445,0.1569,0.1039,0.0423,27.75,71.77,0,0,43.28,12.01,0.88,1.47,2.11," 10,640.00 ",0.0869,0,0,87.74,10.59,0,0,0,0,0,1.66,0,0.2694,-0.4479,3.37,1.04,1.34,77.46,16.86,0.95,15.06,2.54,1.16,1.13,72.56,26.82,0.5,8.86
DIBFX,Moderate Allocation,4,5,3,5530000,0.1077,0.0927,9,3,0.2307,-0.2694,0.1304,-0.0612,0.1115,0.1126,0.0927,0.0623,3.72,50.94,42.4,1.4,23.19,15.14,2.09,1.41,7.03," 59,470.00 ",0.1479,2.65,11.27,14.75,2.29,11.35,12.22,3.51,3.94,10.31,9.28,18.44,0.2307,-0.2694,2.55,0.91,0.92,95.43,7.84,1.4,12.32,0.8,1.02,0.81,96.44,12.4,0.77,9
DIVRX,Foreign Large Value,3,2,3,299060000,0.155,0.063,7,2,0.3585,-0.4263,0.1797,-0.0975,0.2141,0.0605,0.063,0.0689,0,96.79,0,3.21,34.09,12.8,1.34,0.91,4.35," 24,550.00 ",0.0718,6.51,21.64,14.06,0,11.58,11.6,1.01,5.24,9.71,11.11,7.55,0.3585,-0.4263,-1.86,0.96,0.62,91.7,17.38,0.42,6.22,0.03,1.02,0.74,95.35,23.11,0.38,6.08
DLBMX,Small Blend,4,1,4,172680000,0.3171,0.1321,9,5,0.3718,-0.383,0.2665,-0.1282,0.2855,0.1748,0.1188,0.0743,1.26,98.74,0,0,19.78,16.66,2.06,1.26,6.2," 2,150.00 ",0.2144,7.77,16.79,15.48,10.6,3.48,10.37,1.19,0,4.72,17.74,11.86,0.3718,-0.383,-0.64,1.27,1.63,88.99,16.71,1.17,15.54,0.91,1.32,1.31,87.26,25.59,0.61,9.91
DNVYX,Large Blend,4,1,4,19730000000,0.2157,0.0809,12,4,0.3279,-0.3985,0.1846,-0.0994,0.2314,0.1323,0.0809,0.075,1.82,98.15,0.03,0,48.51,17.12,1.77,1.35,6.68," 49,110.00 ",0.1589,6.79,8.49,38.28,1.74,12.86,7.16,0,1.46,5.99,4.65,12.57,0.3279,-0.3985,-3.34,1.05,1.11,95.79,13.3,1,12.54,-2.21,1.06,0.81,96.92,19.52,0.49,7.5
DODGX,Large Value,5,4,4,49480000000,0.2569,0.1093,36,11,0.3234,-0.4331,0.1993,-0.1237,0.2928,0.1782,0.1093,0.0815,0.1,98.51,0,1.39,32.51,14.38,1.67,1.25,6.38," 54,230.00 ",0.1283,2.69,8.06,22.35,0,0.58,18.96,0,9.52,6.9,7.15,23.78,0.3234,-0.4331,-0.91,1.16,1.46,96.5,14.67,1.19,15.27,-0.3,1.16,1.06,97.4,21.22,0.59,9.34
DPCEX,Large Growth,5,1,2,184760000,0.1476,0.1443,9,3,0.4524,-0.4073,0.2426,-0.1344,0.1466,0.1773,0.1443,0.0754,9.52,90.48,0,0,55.09,21.07,2.61,2.86,11.73," 28,980.00 ",0.2389,4.55,4.41,19.04,0,0,8.48,0,11.34,10.78,3.16,38.24,0.4524,-0.4073,3.96,0.82,1.42,78.12,11.57,1.47,21.42,4.84,0.92,1.26,85.52,17.95,0.84,15.59
DRECX,Real Estate,2,2,2,233310000,-0.0149,0.0216,11,4,0.3652,-0.4733,0.2647,-0.1652,-0.0141,0.0855,0.0216,0.0646,1.83,94.21,3.55,0,52.46,39.16,2.37,6.01,13.69," 7,790.00 ",0.2923,0,0,0,98.03,0,0,0,1.97,0,0,0,0.3652,-0.4733,-0.56,0.8,0.77,63.39,14.38,0.64,10.59,-5.07,1.26,0.58,67.28,30.35,0.22,1.62
DREGX,Diversified Emerging Mkts,5,1,2,1400000000,0.0497,0.1137,9,6,1.1416,-0.5445,0.4185,-0.1122,0.1305,0.0395,0.1137,0.1559,1.23,95.85,0,0.37,19.61,15.83,2.53,1.8,6.24," 12,460.00 ",0.2777,4.9,14,21.69,4.77,10.07,6.56,1.89,4.61,10.97,4.51,16.01,1.1416,-0.5445,-2.83,0.85,0.45,73.01,17.26,0.31,4.56,5.21,0.99,1.15,81.46,24.41,0.56,11.32
