Ticker,Category,SP-Rank,Morningstar,MS-Risk,NetAssets,YTD-return,Return-5Y-Avg,YearsUP,YearsDOWN,Best-1Y-Return,Worst-1Y-Return,Best-3Y-Return,Worst-3Y-Return,LAR-1Y,LAR-3Y,LAR-5Y,LAR-10Y,PropCash,PropStocks,PropBonds,PropOther,PropTop10Hold,EqHldPE,EqHldPB,EqHldPS,EqHldPCF,EqHldMedMktCap,EqHld3Y-EarnGr,PropBM,PropCC,PropFS,PropRE,PropCD,PropHC,PropU,PropCS,PropE,PropI,PropT,Best1Y-Return,Worst1Y-Return,Alpha1Y,Beta1Y,MeanRet1Y,R-square1Y,StdDev1Y,Sharpe1Y,Treynor1Y,Alpha3Y,Beta3Y,MeanRet3Y,R-square3Y,StdDev3Y,Sharpe3Y,Treynor3Y
SHRAX,Large Growth,4,8,5,8170000000,0.3277,0.152,23,6,0.6374,-0.424,0.3812,-0.1429,0.2505,0.2014,0.1385,0.0794,2.08,97.87,0,0.05,51.06,16.03,2.51,1.61,7.79," 21,460.00 ",0.1814,0.82,7.1,1.95,0,0,35.13,0,12.73,15.28,7.8,19.18,0.6374,-0.424,2.05,1.24,1.81,92.27,16,1.35,18.14,4.05,1.11,1.38,89.49,21.23,0.77,13.58
SIBLX,Moderate Allocation,4,3,2,306050000,0.1238,0.0881,4,1,0.2072,-0.2389,0.1217,0.0123,0.1267,0.1174,0.0881,0.0729,12.95,63.89,22.2,0.96,14.13,15.23,2.42,1.69,8.15," 58,440.00 ",0.1351,2.73,7.15,16.99,0,9.74,14.42,1.63,5.68,10.62,13.08,17.97,0.2072,-0.2389,1.84,1.04,0.96,95.13,9.02,1.27,11.19,0.56,0.99,0.77,95.34,12.17,0.75,8.76
SIEIX,Foreign Large Blend,4,5,4,57090000,0.1573,0.0399,13,5,0.4054,-0.4411,0.2426,-0.1908,0.2578,0.0707,0.0399,0.0699,0.63,97.46,0,1.91,12.21,13.33,1.26,0.73,4.8," 28,220.00 ",0.1079,8.91,12.34,21.64,2.83,9.25,8.39,4.6,6.47,8.27,11.95,5.36,0.4054,-0.4411,-1.65,1.06,0.72,96.4,18.77,0.45,6.58,-2.47,1.08,0.58,98.2,24.22,0.28,3.58
SILAX,Foreign Large Blend,3,8,3,86620000,0.1497,0.061,10,5,0.5116,-0.451,0.1688,-0.1838,0.1522,0.0721,0.0485,0.0571,3.29,95.08,0,1.42,13.34,12.15,1.28,0.7,5.03," 24,130.00 ",0.1168,7.02,11.69,20.8,2.05,11.61,8.77,1.01,7.27,6.85,14.82,8.12,0.5116,-0.451,1.01,0.98,0.87,96.74,17.24,0.6,9.48,-0.22,1.01,0.71,97.74,22.7,0.37,5.9
SKSEX,Small Value,5,6,4,622560000,0.3465,0.1687,17,8,0.5279,-0.4015,0.2357,-0.1382,0.4364,0.2274,0.1687,0.1116,3.84,96.16,0,0,19.7,16.89,1.48,0.78,5.67," 1,300.00 ",0.1658,3.26,17.34,18.52,0,1.07,5.47,0,1.65,4.63,29.77,18.29,0.5279,-0.4015,0.33,1.38,1.86,87.12,18.37,1.21,16.4,3.66,1.4,1.61,88.86,26.77,0.72,12.01
SLAPX,Latin America Stock,3,4,2,455590000,-0.0886,0.0086,8,3,0.9043,-0.5629,0.4538,-0.0409,-0.0654,-0.0561,0.0086,0.1319,1.52,74.44,0,0.02,44.26,15.04,1.83,1.15,7.32," 10,190.00 ",0.2143,8.94,5.18,28.72,0,32.18,2.88,0,0,4.4,15.82,1.89,0.9043,-0.5629,-13.58,1.06,-0.28,69.68,21.98,-0.16,-5.38,-4.56,1.17,0.47,76.01,29.84,0.18,0.63
SLBAX,Moderate Allocation,4,2,2,238380000,0.1135,0.0704,8,4,0.1647,-0.2557,0.0966,-0.0655,0.0892,0.0909,0.0639,0.0433,3.35,61.61,34.99,0.05,99.47,14.33,2.06,1.14,5.68," 33,340.00 ",0.1737,4.68,14.62,13.62,1,13.65,13.86,1.99,2.22,8.85,11.58,13.92,0.1647,-0.2557,1.38,0.93,0.84,95.26,8.06,1.24,10.86,-0.31,0.88,0.62,95.04,10.85,0.67,7.83
SLCCX,Large Growth,4,9,3,941020000,0.232,0.1163,9,6,0.5493,-0.3758,0.2214,-0.1667,0.2318,0.1637,0.1163,0.0553,0,99.4,0,0.6,31.96,19.09,2.71,1.92,12.56," 60,680.00 ",0.1762,2.46,17.12,10.32,0,10.84,15.93,0,2.8,4.62,5.72,30.19,0.5493,-0.3758,-0.24,1.03,1.34,93.84,13.15,1.22,15.87,2.08,0.94,1.06,88.23,18.18,0.69,12.19
SLSSX,Foreign Large Growth,3,7,2,74090000,0.1613,0.056,27,17,0.4421,-0.4472,0.1952,-0.1371,0.2573,0.0662,0.056,0.0439,0.69,99.31,0,0,47.19,15.89,1.63,1.37,4.6," 11,450.00 ",0.0583,5.48,16.5,6.48,4.35,15.73,15.39,0,3.55,0,25.04,7.47,0.4421,-0.4472,-1.27,0.98,0.69,81.08,18.97,0.43,6.65,0.09,0.89,0.65,84.83,21.46,0.36,6.15
SMCSX,Mid-Cap Growth,3,3,5,369880000,0.257,0.1042,5,2,0.414,-0.5005,0.2126,-0.1564,0.2754,0.1486,0.1042,0.0707,0,98.84,1.16,0,15.48,18.08,2.49,1.27,8.82," 7,190.00 ",0.271,4.36,24.53,5.96,1.04,7.55,17.04,0,1.17,7.82,15.31,15.2,0.414,-0.5005,-4.62,1.26,1.28,83.43,17.06,0.9,11.77,-0.48,1.17,1.05,85.93,22.83,0.55,8.8
SMIBX,Small Blend,3,3,3,396810000,0.2648,0.0974,8,4,0.4446,-0.3479,0.2035,-0.0963,0.2537,0.1607,0.0946,0.0817,3.58,95.34,0,1.01,2.27,17.9,1.77,0.99,6.73," 1,170.00 ",0.1484,5.26,14.61,14.55,8.51,4.32,10.72,3.31,0.99,4.61,15.9,17.22,0.4446,-0.3479,-3.79,1.31,1.42,89.39,17.17,0.99,12.74,-1.94,1.26,1.02,90.66,24.03,0.5,7.6
SMIPX,Mid-Cap Blend,4,1,2,15910000,0.2968,0.1245,7,2,0.3135,-0.3284,0.1475,-0.073,0.3489,0.1862,0.1245,0.0972,0.93,99.07,0,0,20.35,15.22,1.48,0.99,7.43," 5,690.00 ",0.1846,5.88,15.56,18.58,0,5.82,6.08,0,1.23,7.22,24.13,15.5,0.3135,-0.3284,-1.19,1.24,1.54,87.64,16.42,1.12,14.96,1.79,1.08,1.16,90.2,20.58,0.67,11.41
SMVAX,Small Blend,1,3,2,3430000000,0.1309,0.0997,9,3,0.5178,-0.3837,0.2691,-0.0845,0.0431,0.0713,0.0868,0.0991,4.31,95.15,0,0.54,37.56,16.43,1.59,0.94,4.63," 2,050.00 ",0.1012,15.02,6.18,9.23,10.03,1.74,5.73,0,1.32,23.83,15.05,11.85,0.5178,-0.3837,-7.51,1.11,0.85,72.2,16.24,0.62,8.26,-0.37,1.1,1,82.31,22.02,0.54,8.92
SNXFX,Large Blend,5,5,3,5480000000,0.2033,0.1016,16,5,0.2874,-0.3728,0.148,-0.1406,0.2033,0.1612,0.1016,0.077,0.05,98.77,1.18,0,15.5,15.62,2.2,1.43,7.72," 45,910.00 ",0.1617,3.43,11.44,15.04,2.87,10.19,12.36,3.32,3.83,10.21,11.15,16.16,0.2874,-0.3728,-0.48,1.02,1.32,99.8,12.72,1.24,15.66,0.04,1.01,0.95,99.86,18.3,0.62,9.93
SOPFX,Mid-Cap Blend,3,1,2,1840000000,0.1896,0.0982,22,5,0.4716,-0.4038,0.2013,-0.1124,0.2324,0.1209,0.0982,0.0832,7.29,91.63,0,1.08,16.24,16.99,2.1,1.3,6.92," 10,840.00 ",0.1745,2.42,17.26,12.47,1.67,6.93,11.85,0,2.72,9.61,13.03,22.04,0.4716,-0.4038,-5.79,1.15,1.05,92,14.93,0.84,10.41,-0.84,1.12,0.97,90.9,21.19,0.55,8.68
SPECX,Large Growth,3,3,4,3200000000,0.2099,0.1575,32,11,0.7201,-0.4319,0.2235,-0.2907,0.1411,0.151,0.1451,0.1164,2.44,97.39,0,0,24.1,16.57,2.47,1.45,8.24," 38,710.00 ",0.2319,3.19,22.59,8.25,1.67,8.06,13.04,0,3.43,5.33,10.38,24.07,0.7201,-0.4319,-0.75,1.11,1.41,93.51,14.28,1.18,15.37,5.2,1.01,1.38,91.28,19.11,0.86,15.49
SPIIX,Large Blend,3,2,3,2760000000,0.192,0.0938,9,1,0.2751,-0.3759,0.1357,-0.09,0.186,0.1558,0.0938,0.0687,1.66,98.34,0,0,17.65,15.25,2.19,1.46,7.52," 60,110.00 ",0.1626,3.53,11.12,15.22,1.89,10.67,12.89,3.08,3.66,10.45,10.79,16.69,0.2751,-0.3759,-0.61,1,1.28,100,12.41,1.23,15.49,-0.6,1,0.89,100,18.12,0.58,9.24
SPMRX,Conservative Allocation,2,2,5,244780000,0.0934,0.068,6,2,0.2037,-0.287,0.0977,-0.0523,0.1039,0.0843,0.068,0.0591,4.31,95.41,0,0.28,25.12,15.3,2.15,1.37,7.21," 57,500.00 ",0.0783,2.02,6.76,11.61,1.53,18.37,18.18,10.34,11.48,6.07,5.9,7.74,0.2037,-0.287,-1.37,1.06,0.71,94.66,9.24,0.92,7.85,-1.84,1.06,0.62,97.45,12.9,0.57,6.28
SPVIX,Small Growth,3,4,5,478000000,0.3102,0.1516,8,3,0.5022,-0.4396,0.2287,-0.1499,0.3038,0.1962,0.1516,0.0957,2.73,97.27,0,0,29.16,37.86,3.71,2.45,16.55," 2,090.00 ",0.1608,4.41,13.97,0,3.48,6.05,18.08,0,0,0.84,16.5,36.66,0.5022,-0.4396,-3.5,1.48,1.67,84.98,19.9,1,13.22,3.05,1.3,1.46,83.7,25.61,0.68,11.61
SSCGX,Small Growth,3,3,5,356780000,0.3342,0.121,15,5,0.7522,-0.4781,0.2094,-0.202,0.3321,0.1897,0.121,0.0671,3.81,96.15,0,0.02,9.41,23.92,2.91,1.32,8.61," 1,700.00 ",0.2084,2.56,16.71,4.75,2.97,4.62,17.84,0.05,0.1,4.79,21.12,24.5,0.7522,-0.4781,-2.99,1.39,1.59,88.68,18.34,1.04,13.57,0.21,1.28,1.22,88.08,24.72,0.58,9.34
SSDAX,Small Growth,3,1,4,109950000,0.3259,0.1312,9,1,0.3993,-0.5039,0.2305,-0.1812,0.2492,0.1847,0.1178,0.0653,0.07,97.41,2.51,0.01,16.6,20.28,2.54,1.31,8.34," 1,540.00 ",0.2156,2.86,18.55,6.78,1.66,6.03,17.73,0,0.75,5.65,20.03,19.96,0.3993,-0.5039,0.08,1.29,1.72,81.27,17.76,1.16,16.08,1.32,1.26,1.29,86.48,24.59,0.62,10.28
SSPIX,Large Blend,3,2,3,2760000000,0.1941,0.0962,12,4,0.2818,-0.3745,0.1385,-0.1492,0.1887,0.1582,0.0962,0.0713,1.66,98.34,0,0,17.65,15.25,2.19,1.46,7.52," 60,110.00 ",0.1626,3.53,11.12,15.22,1.89,10.67,12.89,3.08,3.66,10.45,10.79,16.69,0.2818,-0.3745,-0.4,1,1.29,100,12.42,1.24,15.73,-0.38,1,0.91,100,18.12,0.59,9.48
SSVSX,Mid-Cap Blend,2,2,4,229120000,0.2034,0.0674,14,5,0.3259,-0.438,0.218,-0.0919,0.1507,0.079,0.0548,0.0791,1.26,98.74,0,0,17.48,16.05,2.32,1.22,9.16," 9,480.00 ",0.2332,3.45,21.25,12.29,4.53,4.63,9.63,4.16,1.24,7.17,15.63,16.02,0.3259,-0.438,-8.91,1.25,0.91,89.83,16.33,0.66,8,-4.09,1.16,0.75,93.02,21.85,0.4,5.68
STFAX,Large Blend,4,3,2,353070000,0.1951,0.0988,9,2,0.2837,-0.3689,0.1413,-0.0844,0.1907,0.1596,0.0988,0.0737,2.82,97.18,0,0,18.81,14.84,2.13,1.42,7.3," 59,370.00 ",0.1622,3.43,11.71,15.26,1.87,10.03,12.85,3.14,3.76,10.59,10.46,16.91,0.2837,-0.3689,-0.24,1,1.3,99.98,12.39,1.26,15.91,-0.08,1,0.92,99.98,17.98,0.61,9.82
STFRX,Target Date 2036-2040,4,1,4,1850000000,0.1427,0.0875,13,5,0.3237,-0.3636,0.1442,-0.1471,0.1027,0.0869,0.0747,0.0639,3.2,83,10.43,3.19,4.63,14.8,1.79,1.08,6.6," 13,770.00 ",0.1637,5.83,13.1,16.52,5.22,7.54,9.22,3.9,3.44,7.5,12.96,14.77,0.3237,-0.3636,-2.41,1.46,0.93,97.74,12.43,0.89,7.41,-3.12,1.53,0.85,98,18.5,0.54,5.65
STITX,Foreign Large Value,4,3,4,30220000,0.1314,0.0691,12,5,0.4493,-0.4927,0.2259,-0.1297,0.2315,0.0859,0.0691,0.0765,0.79,97.81,0,1.4,23.96,10.16,1.05,0.67,4.73," 29,090.00 ",0.1373,10.34,15.45,28.46,1.1,7.75,5.99,0.6,5.09,5.56,16.13,3.53,0.4493,-0.4927,-0.12,1.05,0.83,95.96,18.57,0.53,8.12,0.22,1.13,0.83,96.66,25.5,0.39,6.01
STLAX,Retirement Income,3,5,3,525940000,0.0339,0.0683,16,2,0.1824,-0.1504,0.1035,-0.0115,0.042,0.0629,0.0683,0.0535,9.22,32.61,57.6,0.25,99.95,14.74,1.83,1.1,6.33," 22,790.00 ",0.1718,6.93,12.76,16.6,2.4,7.6,11.11,2.19,4.11,10.51,11.97,13.83,0.1824,-0.1504,0.32,0.64,0.52,92.15,5.59,1.11,9.78,0.69,0.72,0.58,95.71,8.82,0.78,9.31
STLCX,Target Date 2016-2020,3,1,2,1120000000,0.0562,0.0679,14,4,0.2271,-0.2542,0.1197,-0.0766,0.0696,0.0775,0.0679,0.059,8.12,46.29,44.93,0.4,97.66,14.93,1.8,1.16,6.49," 25,180.00 ",0.1733,6.21,12.13,16.05,7.63,7.31,10.6,2.06,4.11,9.67,11.22,13.01,0.2271,-0.2542,-0.99,0.94,0.65,97.75,8.06,0.96,8.13,-1.85,1.06,0.62,98.32,12.85,0.57,6.27
STLDX,Target Date 2026-2030,3,1,2,1040000000,0.0819,0.0702,13,5,0.2576,-0.3103,0.1388,-0.1054,0.0997,0.0911,0.0702,0.0616,6.9,61.71,30.66,0.52,96.85,15.02,1.79,1.19,6.56," 26,790.00 ",0.1741,5.84,11.84,15.79,10.19,7.17,10.36,1.99,4.12,9.24,10.87,12.59,0.2576,-0.3103,-1.97,1.21,0.77,98.61,10.27,0.9,7.48,-3.3,1.31,0.67,98.71,15.75,0.5,5.28
STLEX,Target Date 2036-2040,3,8,3,871610000,0.1026,0.0714,13,5,0.2808,-0.354,0.1547,-0.1403,0.125,0.1018,0.0714,0.063,5.8,74.46,18.89,0.63,96.73,15.1,1.78,1.21,6.63," 27,560.00 ",0.1748,5.6,11.64,15.57,11.96,7.06,10.19,1.95,4.1,8.97,10.63,12.34,0.2808,-0.354,-2.81,1.43,0.87,98.6,12.14,0.86,7.08,-4.5,1.51,0.72,98.56,18.21,0.46,4.66
STMYX,Large Blend,5,2,3,2410000000,0.2195,0.1027,9,1,0.2936,-0.3917,0.1542,-0.0964,0.228,0.1662,0.1027,0.0765,4.59,95.41,0,0,13.66,15.32,2.01,1.14,7.55," 34,430.00 ",0.1897,2.97,11.1,18.08,0.65,10.49,13.58,1.71,2.45,10.19,10.18,18.6,0.2936,-0.3917,-0.64,1.07,1.36,98.73,13.32,1.22,15.5,-0.04,1.04,0.97,99.27,18.83,0.61,9.79
STRGX,Large Blend,3,6,5,61260000,0.2301,0.0655,30,10,0.4219,-0.3832,0.2622,-0.0963,0.2313,0.1253,0.0655,0.0837,4.44,95.56,0,0,24.9,15.71,1.81,1.4,6.65," 7,070.00 ",0.2347,7.32,9.97,14.98,8.82,4.09,12.83,1.99,0,13.57,21.58,4.85,0.4219,-0.3832,-8.13,1.35,1.11,93.9,17.28,0.77,9.23,-3.72,1.1,0.71,89.5,20.93,0.4,5.87
STVTX,Large Value,5,1,2,1930000000,0.2252,0.1091,14,5,0.2465,-0.3232,0.1384,-0.0489,0.2587,0.1644,0.1091,0.0913,2.58,97.42,0,0,24.56,14.53,2.01,1.44,7.59," 48,800.00 ",0.1638,2.82,6.4,21.06,4.42,6.38,13.76,0,3.99,13.15,19.17,8.86,0.2465,-0.3232,-0.65,1.06,1.35,96.07,13.4,1.2,15.46,0.91,0.99,1,98.09,18.1,0.66,10.89
SUHIX,Health,4,2,3,260800000,0.3335,0.1343,9,3,0.3323,-0.2422,0.164,-0.0326,0.3194,0.2211,0.1343,0.1028,0,97.93,2.07,0,31.75,18.34,2.98,1.38,12.98," 23,700.00 ",0.0757,0,0,0,0,0.84,97.56,0,0,0,0.57,1.04,0.3323,-0.2422,11.7,0.75,1.74,73.28,12.55,1.66,29.35,7.25,0.7,1.17,73.09,16.19,0.86,18.95
SUVZX,Large Value,4,6,3,68890000,0.2128,0.0809,8,3,0.3603,-0.3531,0.1638,-0.0872,0.2277,0.1464,0.0809,0.0684,5.13,94.87,0,0,23.72,11.6,1.42,0.92,4.67," 36,840.00 ",0.1608,0.96,3.83,27.6,0.92,2.82,10.49,7.64,3.2,17.2,12.87,12.48,0.3603,-0.3531,-1.98,1.04,1.22,95.34,13.24,1.1,13.98,-2.33,1.08,0.82,97.44,19.77,0.49,7.38
SVPSX,Small Value,2,1,3,149400000,0.2494,0.079,7,4,0.3352,-0.3186,0.1789,-0.1003,0.2806,0.1643,0.079,0.0732,0,99.99,0,0.01,8.51,18.73,1.64,0.8,6.89," 1,250.00 ",0.081,6.66,15.28,14.55,7.98,5.22,6.14,7.2,0.35,3.75,18.91,13.97,0.3352,-0.3186,-3.36,1.26,1.39,88.84,16.55,1,13,-3.56,1.26,0.88,88.31,24.34,0.43,6.15
SWANX,Large Blend,3,2,2,2120000000,0.186,0.0842,12,4,0.2819,-0.3324,0.1676,-0.1511,0.1846,0.1562,0.0842,0.0775,0.07,98.89,0.7,0.34,24.12,14.74,1.9,1.16,6.25," 46,710.00 ",0.1552,2.64,12.4,15.03,0.56,7.94,15.56,3.18,4.41,10.52,8.52,19.25,0.2819,-0.3324,-1.44,1.06,1.29,98.03,13.31,1.16,14.62,-1.14,0.96,0.81,97.36,17.64,0.54,8.62
SWFCX,Foreign Large Blend,3,1,2,154850000,0.1573,0.052,9,5,0.3175,-0.4357,0.1896,-0.1363,0.2056,0.0545,0.052,0.0658,1.97,98.03,0,0,28.56,15.64,1.69,1.23,9.44," 17,110.00 ",0.2038,5.53,22.27,7.74,6.79,10.03,8.83,2.7,3.58,2.69,14.95,14.88,0.3175,-0.4357,-2.35,0.94,0.56,93.12,16.96,0.39,5.7,-0.88,0.97,0.63,95.81,21.99,0.34,5.23
SWSCX,Small Blend,4,5,4,529530000,0.2939,0.1316,7,2,0.2792,-0.3822,0.1865,-0.134,0.3405,0.2169,0.1316,0.1081,4.01,95.99,0,0,10.97,19.5,1.77,0.78,4.97," 1,260.00 ",0.1057,7.41,12.28,12.16,7.28,3.91,13.55,1.89,0.91,4.19,16.01,20.42,0.2792,-0.3822,-0.64,1.38,1.78,90.49,18.06,1.18,15.6,1.18,1.26,1.28,89.74,24.11,0.63,10.33
SZCAX,Small Blend,2,9,4,92490000,0.2716,0.1041,7,4,0.4856,-0.3848,0.2102,-0.1445,0.2216,0.1638,0.0911,0.0636,0,96.45,3.54,0.01,13.9,16.17,1.4,0.55,3.7,905.6,0.0611,4.74,13.32,19.06,4.27,1.79,13.91,1.95,0,5.16,18.24,17.56,0.4856,-0.3848,-2.88,1.36,1.57,90.38,17.8,1.05,13.65,-1.37,1.27,1.07,91.77,23.99,0.53,8.1
TASGX,Small Growth,3,1,3,129510000,0.282,0.1162,14,5,0.3305,-0.4607,0.1698,-0.1815,0.2924,0.1909,0.1162,0.0645,1.06,98.94,0,0,14.85,21.43,2.48,1.29,9.72," 1,860.00 ",0.2555,6.06,16.78,5.43,1.19,3.44,22.23,0,0,4.13,15.05,25.68,0.3305,-0.4607,-1.5,1.29,1.59,87.63,17.11,1.11,14.73,0.32,1.19,1.14,88.91,22.88,0.59,9.64
TBDCX,Large Growth,3,2,2,218010000,0.2066,0.0945,8,5,0.3881,-0.3692,0.1489,-0.2352,0.192,0.1457,0.0945,0.0607,1.27,98.73,0,0,29.23,15.7,2.26,1.35,7.73," 61,600.00 ",0.1971,2.31,13.48,19.8,0,8.47,12.95,2.39,2.46,10.9,8.94,18.29,0.3881,-0.3692,-1.97,1.04,1.21,96.26,13.1,1.1,14,0,0.95,0.89,93.9,17.66,0.6,9.86
TBGVX,Foreign Large Value,4,6,1,6830000000,0.142,0.1076,15,4,0.3785,-0.3831,0.2006,-0.0728,0.1989,0.1149,0.1076,0.0949,16.66,83.17,0,0.03,31.03,12.8,1.5,0.84,7.64," 24,480.00 ",0.112,4.48,12.95,20.41,0.05,22.26,13.33,0.31,0,12.12,10.27,3.83,0.3785,-0.3831,6.1,0.55,0.95,87.33,10.2,1.11,20.78,5.93,0.62,0.94,88.26,14.57,0.77,17.22
TCPSX,Trading-Leveraged Equity,2,3,4,3350000,0.0713,0.0924,7,5,0.4949,-0.5484,0.1705,-0.3099,-0.0266,0.1407,0.0924,0.0586,40.07,59.93,0,0,58.85,16.86,2.61,1.38,4.7," 99,880.00 ",-0.2564,0,0,0,0,0,0,0,100,0,0,0,0.4949,-0.5484,5.06,0.61,1.24,17.4,18.24,0.81,22.81,2.2,0.83,0.96,42.25,23.14,0.49,10.97
TCVCX,Conservative Allocation,2,5,4,54700000,0.0505,0.0454,7,1,0.2145,-0.2945,0.106,-0.0597,0.045,0.0579,0.0454,0.0417,7.76,50.41,38.52,3.07,99.7,14.8,1.79,1.12,6.78," 9,040.00 ",0.1925,9.14,7.12,16,11.24,4.88,7.44,2.71,1.46,15.53,11.28,13.2,0.2145,-0.2945,-3.05,0.97,0.5,95.53,8.38,0.7,5.89,-3.58,1.01,0.44,95.46,12.39,0.41,4.38
TEDMX,Diversified Emerging Mkts,3,1,3,1980000000,-0.0374,0.0556,13,8,0.7392,-0.5391,0.3504,-0.1324,-0.0448,-0.0242,0.0431,0.0992,5.51,91.53,0.07,0.1,39.21,13.41,2.37,2.08,10.01," 21,030.00 ",0.2053,4.77,17.2,15.73,5.19,35.69,0.07,0,4.03,7.16,2.24,7.92,0.7392,-0.5391,-8.06,0.99,0.12,75.82,19.64,0.07,-0.56,-0.51,1.1,0.75,85.09,26.31,0.34,4.97
TEDSX,World Stock,3,2,1,21280000000,0.1596,0.0783,12,4,0.3029,-0.2727,0.2082,-0.0126,0.1755,0.0972,0.0783,0.0954,7.13,88.15,3.28,1.44,18.57,11.98,1.21,0.89,4.13," 38,500.00 ",0.052,3.2,7.73,25.96,0.26,13.24,11.23,2.73,4.67,10.43,9.38,11.18,0.3029,-0.2727,4.06,0.61,0.83,84.06,11.52,0.86,15.84,3.88,0.5,0.69,83.43,12.21,0.67,15.31
TEMEX,Large Blend,5,4,2,4080000000,0.1872,0.0718,13,3,0.2851,-0.4092,0.1628,-0.1028,0.2047,0.1259,0.0718,0.0641,7,86.26,4.59,2.06,24.96,13.3,1.5,1.27,5.22," 29,980.00 ",0.104,3.86,11.52,18.02,1.24,13.15,12.59,0.6,8.04,11.55,1.04,18.37,0.2851,-0.4092,-2.28,0.94,1.05,92.64,12.07,1.04,13.36,-1.79,0.91,0.71,92.31,17.15,0.49,7.74
TEMIX,Europe Stock,4,2,1,2310000000,0.1684,0.0762,12,4,0.4605,-0.3268,0.2355,-0.0367,0.1762,0.0764,0.0636,0.0967,8.24,88.75,0.22,2.78,24.95,11.11,1.16,0.47,3.23," 16,820.00 ",0.0441,5.73,22.35,25.5,0.05,3.98,5.04,1.2,6.73,10.87,16.92,1.65,0.4605,-0.3268,3.32,0.72,0.86,85.28,13.51,0.76,13.51,3.07,0.62,0.71,85.29,14.79,0.56,12.18
TEMWX,World Stock,5,5,3,5730000000,0.202,0.0942,28,6,0.3338,-0.3952,0.1987,-0.0814,0.1945,0.1137,0.0813,0.0784,2.46,96.96,0.07,0.51,21.65,11.6,1.22,0.74,4.56," 42,530.00 ",0.055,3.33,8.81,26.58,0,2.59,15.17,0.23,7.89,12.94,8.67,13.8,0.3338,-0.3952,5.29,0.92,1.18,92.68,16.54,0.85,14.72,3.36,0.9,0.93,94.36,20.5,0.54,10.36
TESRX,Large Value,3,1,2,14950000000,0.1835,0.0793,8,2,0.2751,-0.3819,0.1621,-0.0923,0.2006,0.1269,0.0793,0.0695,8.06,86.28,3.97,1.67,21.19,12.8,1.33,0.93,4.63," 33,580.00 ",0.0948,5.63,8.16,22.18,1.47,14.69,11.96,2.7,4.3,11.31,5.02,12.59,0.2751,-0.3819,-2.13,0.93,1.06,94.87,11.86,1.06,13.54,-0.89,0.88,0.75,93.91,16.43,0.54,8.86
TEURX,Europe Stock,3,2,1,2310000000,0.1625,0.0688,12,4,0.454,-0.3314,0.2275,-0.0434,0.2294,0.0902,0.0688,0.0957,8.24,88.75,0.22,2.78,24.95,11.11,1.16,0.47,3.23," 16,820.00 ",0.0441,5.73,22.35,25.5,0.05,3.98,5.04,1.2,6.73,10.87,16.92,1.65,0.454,-0.3314,2.62,0.72,0.8,85.16,13.5,0.7,12.46,2.38,0.62,0.65,85.22,14.77,0.52,10.98
TGRRX,Diversified Pacific/Asia,3,8,3,87550000,0.0792,0.0531,3,1,0.3546,-0.1879,0.0829,0.0232,0.1723,0.0296,0.0531,0.0753,0.04,99.94,0,0.02,18.3,12.6,1.46,0.93,6.01," 13,320.00 ",0.1842,8.7,17.97,22.3,4.96,5.83,3.59,0.34,3.84,1.83,13.15,17.49,0.3546,-0.1879,-4,0.85,0.35,83.55,16.16,0.26,3.39,-0.5,0.94,0.64,89.28,22.04,0.34,5.53
THCRX,Large Growth,3,8,5,823500000,0.2705,0.1272,8,1,0.4539,-0.51,0.1837,-0.1367,0.2732,0.2075,0.1272,0.0937,8.72,91.28,0,0,26.48,26.92,2.99,2.55,14.53," 12,740.00 ",0.263,0,15.57,14.78,1.46,5.2,17.52,0,0,1.04,11.17,33.25,0.4539,-0.51,0.73,1.23,1.69,89.91,16.07,1.26,16.83,1.77,1.13,1.2,88.61,21.65,0.66,11.18
TIBMX,World Allocation,3,1,3,15130000000,0.1115,0.1053,4,1,0.3688,-0.3448,0.1615,0.0067,0.1279,0.0976,0.1053,0.1023,0.69,84.52,8.62,4.26,20.52,12.09,1.41,1.16,6.12," 29,520.00 ",0.0924,3.77,5.1,14.54,8.76,8.72,7.54,8.92,19.59,12.88,3.3,6.9,0.3688,-0.3448,-0.23,1.08,0.82,88.62,9.66,1.01,8.99,1.06,1.15,0.93,91.66,14.42,0.76,9.03
TIHGX,Large Growth,5,5,3,53660000,0.1868,0.1257,9,2,0.4165,-0.4329,0.1846,-0.1248,0.2043,0.1891,0.1257,0.0788,0.6,99.4,0,0,47.72,20.25,2.91,2.03,13.59," 30,880.00 ",0.2375,7.13,7.4,0,0,6.51,18.14,0,0,2.19,7.91,50.72,0.4165,-0.4329,1.62,1.05,1.53,87.96,13.94,1.31,17.88,2.21,1.04,1.15,90.65,19.69,0.7,12.01
TILCX,Large Value,5,1,3,1360000000,0.219,0.0944,9,3,0.2966,-0.3617,0.1642,-0.0773,0.2439,0.1621,0.0944,0.0835,1.75,97.92,0.32,0.01,24.5,13.61,1.78,1.27,6.49," 50,490.00 ",0.1321,6.04,9.55,22.56,0.48,4.64,11.19,5.75,4.46,12.12,15.62,7.59,0.2966,-0.3617,-1.38,1.1,1.34,96.01,13.88,1.15,14.72,-1.1,1.08,0.92,97.93,19.74,0.55,8.63
